taxon,tvk,start_day,start_month,start_year,end_day,end_month,end_year
Yponomeuta padella,NHMSYS0000504688,1,1,1700,,,
Yponomeuta plumbella,NHMSYS0021142460,1,1,1700,,,
Yponomeuta rorrella,NHMSYS0000504690,1,1,1700,,,
Yponomeuta sedella,NBNSYS0100006025,1,1,1700,,,
Ypsolopha alpella,NHMSYS0021142479,1,1,1700,,,
Ypsolopha asperella,NHMSYS0000504696,1,1,1700,,,
Ypsolopha dentella,NHMSYS0000504698,1,1,1700,,,
Ypsolopha horridella,NHMSYS0000504699,1,1,1700,,,
Ypsolopha lucella,NHMSYS0000504700,1,1,1700,,,
Ypsolopha mucronella,NHMSYS0000504701,1,1,1700,,,
Ypsolopha nemorella,NHMSYS0000504702,1,1,1700,,,
Ypsolopha parenthesella,NHMSYS0000504703,1,1,1700,,,
Ypsolopha scabrella,NHMSYS0000504705,1,1,1700,,,
Ypsolopha sequella,NHMSYS0000504706,1,1,1700,,,
Ypsolopha sylvella,NHMSYS0000504707,1,1,1700,,,
Ypsolopha ustella,NHMSYS0000504708,1,1,1700,,,
Ypsolopha vittella,NHMSYS0000504709,1,1,1700,,,
Zanclognatha lunalis,NBNSYS0100006031,21,8,1976,,,
Zanclognatha zelleralis,NBNSYS0100006033,21,7,1982,,,
Zeiraphera griseana,NHMSYS0021143278,1,1,1700,,,
Zeiraphera isertana,NHMSYS0000504715,1,1,1700,,,
Zeiraphera ratzeburgiana,NHMSYS0021143281,1,1,1700,,,
Zeiraphera rufimitrana,NHMSYS0000504716,1,1,1700,,,
Zelleria hepariella,NHMSYS0000504718,1,1,1700,,,
Zelleria oleastrella,NHMSYS0021142464,1,1,1700,,,
Zeuzera pyrina,NBNSYS0000005661,1,1,1700,,,
Zophodia grossulariella,NHMSYS0021143664,1,1,1700,,,
Zygaena exulans,NHMSYS0000520663,1,1,1700,,,
Zygaena exulans exulans,NHMSYS0021143430,1,1,1700,,,
Zygaena exulans subochracea,NHMSYS0021143431,1,1,1700,,,
Zygaena filipendulae,NBNSYS0000005670,1,1,1700,,,
Zygaena filipendulae filipendulae,NHMSYS0021143437,1,1,1700,,,
Zygaena filipendulae pulcherrima,NHMSYS0021143439,1,1,1700,,,
Zygaena filipendulae stephensi,NHMSYS0021143438,1,1,1700,,,
Zygaena lonicerae,NBNSYS0000005677,1,1,1700,,,
Zygaena lonicerae insularis,NHMSYS0021143442,1,1,1700,,,
Zygaena lonicerae jocelynae,NHMSYS0021143443,1,1,1700,,,
Zygaena lonicerae latomarginata,NHMSYS0021143441,1,1,1700,,,
Zygaena lonicerae lonicerae,NHMSYS0021143440,1,1,1700,,,
Zygaena loti,NHMSYS0000520668,1,1,1700,,,
Zygaena loti loti,NHMSYS0021143427,1,1,1700,,,
Zygaena loti scotica,NHMSYS0021143429,1,1,1700,,,
Zygaena purpuralis,NHMSYS0000520673,1,1,1700,,,
Zygaena purpuralis caledonensis,NHMSYS0021143423,1,1,1700,,,
Zygaena purpuralis purpuralis,NHMSYS0021143422,1,1,1700,,,
Zygaena purpuralis sabulosa,NHMSYS0021143425,1,1,1700,,,
Zygaena purpuralis segontii,NHMSYS0021143424,1,1,1700,31,12,1962
Zygaena trifolii,NBNSYS0000005673,1,1,1700,,,
Zygaena trifolii decreta,NHMSYS0021143445,1,1,1700,,,
Zygaena trifolii palustrella,NHMSYS0021143446,1,1,1700,,,
Zygaena trifolii subsyracusia,NHMSYS0021143447,1,1,1700,,,
Zygaena trifolii trifolii,NHMSYS0021143444,1,1,1700,,,
Zygaena viciae,NHMSYS0000520678,1,1,1700,,,
Zygaena viciae argyllensis,NHMSYS0021143436,1,1,1963,,,
Zygaena viciae viciae,NHMSYS0021143433,1,1,1700,,,
Zygaena viciae ytenensis,NHMSYS0021143435,1,1,1700,31,12,1927
